model,logN,num_cores,cut_position,forward_time_total,backprop_time_total
mnistfc,,24,1,5.6666666666666664e-05,0.00020666666666666668
mnistfc,,24,2,4.6666666666666665e-05,0.00019833333333333335
mnistfc,,24,3,1e-05,1.3333333333333333e-05
mnistfc,,24,4,0.0,0.0
mnistfc,,30,0,0.0008973333333333333,0.004164
mnistfc,,30,1,4.533333333333333e-05,0.00016533333333333333
mnistfc,,30,2,3.733333333333333e-05,0.00015866666666666666
mnistfc,,30,3,8e-06,1.0666666666666666e-05
mnistfc,,30,4,0.0,0.0
mnistfc,13,6,0,0.0,0.0
mnistfc,13,6,1,84.66439668044438,25.00046818442047
mnistfc,13,6,2,16.340416666666666,5.195786666666667
mnistfc,13,6,3,19.046763333333335,6.93782
mnistfc,13,6,4,93.79674131431264,37.316772199200855
mnistfc,13,24,0,0.0,0.0
mnistfc,13,24,1,21.166099170111096,6.250117046105117
mnistfc,13,24,2,4.0851041666666665,1.2989466666666667
mnistfc,13,24,3,4.761690833333334,1.734455
mnistfc,13,24,4,23.44918532857816,9.329193049800214
mnistfc,13,30,0,0.0,0.0
mnistfc,13,30,1,16.932879336088874,5.000093636884094
mnistfc,13,30,2,3.2680833333333332,1.0391573333333333
mnistfc,13,30,3,3.8093526666666664,1.3875639999999998
mnistfc,13,30,4,18.759348262862527,7.463354439840171
mnistfc,13,40,1,11.747185039411658,3.4688149605883405
mnistfc,13,40,4,13.01429785736088,5.177702142639119
