model,layer,mode,logN,forward_time,backward_time,update_time,num_cores
mnistfc,Linear_784_128,HE,13,42.530890,8.137337,8.642349,1
mnistfc,Linear_784_128,Plain,-,0.000384,0.001220,0.001014,1
mnistfc,Activation_ReLU3,HE,13,0.850454,0.776081,0.810507,1
mnistfc,Activation_ReLU3,Plain,-,0.000014,0.000003,0.000001,1
mnistfc,Linear_128_32,HE,13,10.146980,3.255589,3.114888,1
mnistfc,Linear_128_32,Plain,-,0.000024,0.000065,0.000048,1
mnistfc,Activation_ReLU3,HE,13,0.841199,0.759750,0.751847,1
mnistfc,Activation_ReLU3,Plain,-,0.000004,0.000002,0.000000,1
mnistfc,Linear_32_10,HE,13,3.984190,1.927753,2.076753,1
mnistfc,Linear_32_10,Plain,-,0.000008,0.000013,0.000002,1
lenet,Conv2D_1_6_5_5,HE,13,4.006699,1.611548,1.891158,1
lenet,Conv2D_1_6_5_5,Plain,-,0.000846,0.002124,0.000018,1
lenet,Activation_ReLU3,HE,13,0.773748,0.724196,0.786146,1
lenet,Activation_ReLU3,Plain,-,0.000032,0.000027,0.000000,1
lenet,Conv2D_6_16_5_5,HE,13,4.095227,14.268802,0.006292,1
lenet,Conv2D_6_16_5_5,Plain,-,0.009315,0.039591,0.000043,1
lenet,Activation_ReLU3,HE,13,0.799940,0.783318,0.834234,1
lenet,Activation_ReLU3,Plain,-,0.000052,0.000049,0.000000,1
lenet,Linear_256_120,HE,13,35.283168,7.393007,7.473844,1
lenet,Linear_256_120,Plain,-,0.000056,0.000060,0.000001,1
lenet,Activation_ReLU3,HE,13,0.829803,0.752715,0.734291,1
lenet,Activation_ReLU3,Plain,-,0.000010,0.000003,0.000000,1
lenet,Linear_120_84,HE,13,23.752492,5.326075,5.725740,1
lenet,Linear_120_84,Plain,-,0.000054,0.000137,0.000107,1
lenet,Activation_ReLU3,HE,13,0.920068,0.759742,0.747280,1
lenet,Activation_ReLU3,Plain,-,0.000010,0.000005,0.000000,1
lenet,Linear_84_10,HE,13,4.365673,2.247444,2.086041,1
lenet,Linear_84_10,Plain,-,0.000012,0.000023,0.000013,1
bcwfc,Linear_64_32,HE,13,9.876452,3.328519,3.341923,1
bcwfc,Linear_64_32,Plain,-,0.000016,0.000024,0.000002,1
bcwfc,Activation_ReLU3,HE,13,0.900353,0.793636,0.768670,1
bcwfc,Activation_ReLU3,Plain,-,0.000005,0.000002,0.000000,1
bcwfc,Linear_32_16,HE,13,5.084512,2.218657,2.392750,1
bcwfc,Linear_32_16,Plain,-,0.000006,0.000014,0.000003,1
bcwfc,Activation_ReLU3,HE,13,0.778339,0.748280,0.708587,1
bcwfc,Activation_ReLU3,Plain,-,0.000004,0.000003,0.000000,1
bcwfc,Linear_16_10,HE,13,3.604753,1.959743,1.969987,1
bcwfc,Linear_16_10,Plain,-,0.000005,0.000010,0.000001,1
audio1d,Conv2D_12_16_1_3,HE,13,0.878223,3.246312,0.005508,1
audio1d,Conv2D_12_16_1_3,Plain,-,0.000002,0.000002,0.000007,1
audio1d,Activation_ReLU3,HE,13,0.846317,0.756473,0.791663,1
audio1d,Activation_ReLU3,Plain,-,0.000036,0.000020,0.000000,1
audio1d,MaxPool1D_2,Plain,-,0.000014,0.000004,0.000001,1
audio1d,Conv2D_16_8_1_3,HE,13,0.570845,2.110103,0.003580,1
audio1d,Conv2D_16_8_1_3,Plain,-,0.000002,0.000002,0.000008,1
audio1d,Activation_ReLU3,HE,13,0.883187,0.767526,0.808838,1
audio1d,Activation_ReLU3,Plain,-,0.000010,0.000010,0.000000,1
audio1d,MaxPool1D_2,Plain,-,0.000011,0.000001,0.000001,1
audio1d,Flatten,HE,13,0.202406,0.169719,0.183296,1
audio1d,Flatten,Plain,-,0.000010,0.000003,0.000001,1
audio1d,Linear_2000_5,HE,13,4.789157,3.481764,3.523885,1
audio1d,Linear_2000_5,Plain,-,0.000012,0.000070,0.000002,1
audio1d,Activation_ReLU3,HE,13,0.817050,0.752950,0.808075,1
audio1d,Activation_ReLU3,Plain,-,0.000003,0.000003,0.000000,1
